target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2607	106.569	18.1333
Solyc05g010600.3.1	1637	1458	0	0
Solyc04g017960.2.1	150	9.35544	0	0
Solyc04g045315.1.1	1611	1432	0	0
Solyc04g072770.3.1	3093	2914	0	0
Solyc01g015070.3.1	608	429	0	0
Solyc08g076580.2.1	758	579	0	0
Solyc08g008480.2.1	1106	927	0	0
Solyc01g014103.1.1	1428	1249	0	0
Solyc04g011650.3.1	2656	2477	147	26.3256
Solyc11g065557.1.1	2040	1861	0	0
Solyc04g049610.3.1	4183	4004	24.1072	2.67078
Solyc02g087935.1.1	2256	2077	269.166	57.4872
Solyc02g085370.3.1	4460	4281	9.93015	1.02896
Solyc01g095480.3.1	2429	2250	94.1092	18.554
Solyc05g044580.3.1	629	450	0	0
Solyc02g065220.3.1	3659	3480	655.08	83.5029
Solyc04g017890.2.1	969	790	0	0
Solyc05g009620.3.1	2000	1821	0	0
Solyc07g025390.3.1	1666	1487	36	10.7394
Solyc01g090660.3.1	2518	2339	0	0
Solyc11g020875.1.1	1848	1669	0	0
Solyc12g035822.1.1	447	268	0	0
Solyc08g016080.3.1	2196	2017	240	52.7828
Solyc07g039230.2.1	345	166	0	0
Solyc06g048800.2.1	648	469	0	0
Solyc06g016800.2.1	933	754	0	0
Solyc09g090530.3.1	861	682	0	0
Solyc04g009610.2.1	353	174	2	5.09879
Solyc07g055960.2.1	123	6.43085	0	0
Solyc11g007670.2.1	3293	3114	267	38.0347
Solyc03g116240.3.1	330	151	0	0
Solyc01g109210.2.1	1641	1462	26.6067	8.07292
Solyc08g062290.3.1	1120	941	4	1.88563
Solyc11g062120.2.1	3045	2866	14	2.1669
Solyc05g006680.3.1	2159	1980	194	43.4634
Solyc07g009550.2.1	324	145	0	0
Solyc02g093650.3.1	2422	2243	0	0
Solyc06g070910.2.1	1456	1277	0	0
Solyc05g013120.3.1	1106	927	1	0.478528
Solyc12g039000.2.1	716	537	0	0
Solyc04g072750.2.1	239	60.0956	0	0
Solyc04g080560.2.1	417	238	0	0
Solyc06g007110.3.1	3157	2978	87	12.9593
Solyc03g005480.3.1	1679	1500	0	0
Solyc07g062550.3.1	2545	2366	0	0
Solyc05g005210.3.1	1678	1499	11	3.2552
Solyc08g016440.3.1	989	810	1	0.547648
Solyc01g049640.2.1	399	220	0	0
Solyc08g028915.1.1	360	181	2	4.9016
Solyc09g083240.3.1	647	468	6	5.68712
Solyc09g056410.2.1	678	499	0	0
Solyc03g059050.2.1	1051	872	24	12.209
Solyc04g054660.2.1	555	376	0	0
Solyc10g080940.2.1	2583	2404	482.685	89.0668
Solyc04g005680.3.1	1979	1800	392.345	96.6903
Solyc05g051290.3.1	1387	1208	68	24.9706
Solyc04g050440.3.1	1797	1618	9	2.46746
Solyc01g059853.1.1	516	337	8.75325	11.522
Solyc03g078580.3.1	543	364	0	0
Solyc01g106930.3.1	562	383	0	0
Solyc07g005590.3.1	4253	4074	393.803	42.879
Solyc06g007680.2.1	2063	1884	24	5.65089
Solyc01g089960.3.1	1197	1018	1	0.435752
Solyc03g006120.3.1	1661	1482	68	20.3539
Solyc07g054000.3.1	701	522	0	0
Solyc02g032360.3.1	521	342	0	0
Solyc02g089140.2.1	447	268	0	0
Solyc03g062910.3.1	5017	4838	51	4.67618
Solyc08g014020.3.1	624	445	2.33627	2.3289
Solyc06g043113.1.1	1455	1276	0	0
Solyc01g150007.1.1	444	265	0	0
Solyc09g031543.1.1	4368	4189	4	0.423581
Solyc08g067670.3.1	656	477	1	0.929969
Solyc10g084180.2.1	3498	3319	235	31.4085
Solyc07g041510.2.1	3769	3590	717	88.5955
Solyc03g118770.3.1	1385	1206	0	0
Solyc07g024015.1.1	8967	8788	0	0
Solyc07g009360.2.1	363	184	0	0
Solyc03g082950.3.1	878	699	0	0
Solyc11g022440.2.1	258	79.0036	0	0
Solyc03g019970.3.1	1779	1600	0	0
Solyc01g006790.2.1	731	552	1	0.803614
Solyc05g018220.2.1	558	379	0	0
Solyc01g107220.2.1	1167	988	0	0
Solyc05g051340.2.1	2629	2450	23	4.16436
Solyc09g075840.3.1	328	149	0	0
Solyc03g058370.2.1	1017	838	0	0
Solyc05g007250.3.1	1074	895	205.005	101.608
Solyc04g048980.3.1	553	374	0	0
Solyc01g011091.1.1	8096	7917	83.5209	4.67973
Solyc04g051680.3.1	2052	1873	0	0
Solyc04g082200.2.1	1157	978	3540	1605.65
Solyc11g044632.1.1	686	507	0	0
Solyc06g007430.2.1	2112	1933	607	139.298
Solyc08g036560.2.1	741	562	3	2.36795
Solyc01g090340.2.1	988	809	0	0
Solyc08g076720.3.1	4114	3935	744	83.8716
Solyc02g068930.3.1	1005	826	17	9.12968
Solyc01g095170.2.1	922	743	114	68.0617
Solyc07g018400.3.1	174	14.6185	0	0
Solyc07g006300.3.1	2508	2329	72	13.7135
Solyc09g072910.2.1	1314	1135	0	0
Solyc08g075320.3.1	2532	2353	12.7325	2.40037
Solyc03g044273.1.1	5441	5262	20	1.68603
Solyc09g005730.3.1	735	556	0	0
Solyc04g079830.2.1	2469	2290	0	0
Solyc07g041820.2.1	3138	2959	0	0
Solyc01g044510.2.1	547	368	0	0
Solyc03g071853.1.1	894	715	2	1.24083
Solyc01g095070.3.1	869	690	404	259.728
Solyc06g007890.3.1	568	389	0	0
Solyc09g055610.2.1	105	5.29865	0	0
Solyc04g009590.3.1	568	389	0	0
Solyc02g077240.3.1	2165	1986	270	60.3075
Solyc03g083100.3.1	1862	1683	0	0
Solyc08g006645.1.1	406	227	0	0
Solyc04g007825.1.1	1329	1150	0	0
Solyc03g044060.3.1	3067	2888	4	0.614398
Solyc06g008980.3.1	1496	1317	2	0.673645
Solyc10g050757.1.1	1464	1285	0	0
Solyc01g094710.2.1	359	180	0	0
Solyc05g017830.2.1	232	53.2554	0	0
Solyc11g027940.2.1	462	283	0	0
Solyc03g034130.3.1	840	661	0	0
Solyc04g011990.2.1	3364	3185	0	0
Solyc07g017560.3.1	2822	2643	0	0
Solyc01g005380.2.1	1818	1639	25.2154	6.82454
Solyc12g005820.2.1	826	647	0	0
Solyc03g116170.3.1	1234	1055	183	76.9459
Solyc04g016010.3.1	2019	1840	69.3943	16.7299
Solyc12g098590.2.1	2992	2813	25	3.94237
Solyc03g082575.1.1	2097	1918	103.175	23.8624
Solyc09g020070.2.1	1401	1222	0	0
Solyc07g017330.2.1	730	551	0	0
Solyc01g021700.2.1	1146	967	0	0
Solyc09g055550.3.1	1685	1506	0	0
Solyc01g014537.1.1	654	475	2	1.86777
Solyc03g098750.3.1	1586	1407	96	30.2666
Solyc06g054230.3.1	1995	1816	10	2.4427
Solyc09g010340.2.1	1272	1093	0	0
Solyc06g043140.3.1	1035	856	0	0
Solyc03g034165.1.1	1203	1024	0	0
Solyc01g012640.2.1	561	382	0	0
Solyc05g023660.2.1	1239	1060	0	0
Solyc11g008140.2.1	1826	1647	15	4.04003
Solyc02g062930.3.1	1567	1388	23	7.35064
Solyc08g066400.2.1	953	774	0	0
Solyc10g036690.2.1	93	4.74468	0	0
Solyc09g011710.3.1	939	760	7	4.08574
Solyc12g096860.2.1	2683	2504	0	0
Solyc02g063040.3.1	1276	1097	11	4.44808
Solyc06g076840.2.1	2830	2651	0	0
Solyc01g056940.2.1	756	577	504	387.473
Solyc06g054620.3.1	855	676	0	0
Solyc01g056270.2.1	701	522	0	0
Solyc01g020230.3.1	2531	2352	6.05999	1.14293
Solyc01g014107.1.1	766	587	1	0.755699
Solyc06g052140.2.1	885	706	1	0.628322
Solyc05g052990.3.1	658	479	1	0.926086
Solyc06g033810.2.1	609	430	0	0
Solyc01g009690.2.1	2586	2407	0	0
Solyc02g078420.2.1	309	130	0	0
Solyc07g041240.2.1	468	289	5	7.67466
Solyc12g038770.2.1	729	550	0	0
Solyc06g052080.3.1	2780	2601	91	15.5199
Solyc11g020740.2.1	90	4.62459	0	0
Solyc01g014180.3.1	976	797	1115	620.588
Solyc12g038350.2.1	872	693	0	0
Solyc03g031650.3.1	738	559	0	0
Solyc11g072410.2.1	2582	2403	38.6613	7.13691
Solyc06g008100.3.1	663	484	16	14.6643
Solyc09g083445.1.1	618	439	3.02763	3.05932
Solyc06g064740.3.1	358	179	0	0
Solyc02g062260.2.1	226	47.5399	0	0
Solyc11g006650.2.1	2753	2574	0	0
Solyc10g008330.3.1	689	510	0	0
Solyc10g036640.2.1	240	61.0822	0	0
Solyc11g063580.2.1	291	112	10	39.6067
Solyc01g111080.3.1	23222	23043	151.236	2.9114
Solyc04g071540.3.1	3007	2828	299	46.9006
Solyc12g062470.2.1	485	306	0	0
Solyc06g050840.3.1	977	798	1	0.555884
Solyc10g009530.3.1	1365	1186	0	0
Solyc07g052480.3.1	3041	2862	357.358	55.3886
Solyc01g008410.2.1	2163	1984	0	0
Solyc11g072650.2.1	1699	1520	1	0.291839
Solyc01g101080.2.1	666	487	15	13.6631
Solyc06g011490.3.1	1249	1070	111	46.0178
Solyc09g020130.3.1	1655	1476	138.073	41.4964
Solyc11g012600.2.1	1028	849	0	0
Solyc03g096645.1.1	4058	3879	678.018	77.5368
Solyc02g070420.2.1	1007	828	0	0
Solyc01g090710.3.1	1946	1767	3	0.753133
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	5	4.38335
Solyc03g032030.3.1	1722	1543	23	6.61224
Solyc06g053950.2.1	645	466	30	28.5576
Solyc12g009050.2.1	2268	2089	5	1.06174
Solyc09g015100.3.1	446	267	0	0
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	0	0
Solyc07g005470.3.1	2223	2044	0	0
Solyc12g042880.2.1	1074	895	66	32.712
Solyc07g066275.1.1	1327	1148	39.4163	15.2307
Solyc01g017410.2.1	501	322	0	0
Solyc02g014490.3.1	2997	2818	14	2.20381
Solyc07g014585.1.1	1067	888	2	0.999088
Solyc08g059780.2.1	1452	1273	4	1.39386
Solyc02g080590.3.1	821	642	20	13.8192
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	132	23.6202
Solyc04g081560.3.1	2712	2533	0	0
Solyc12g010740.2.1	949	770	13	7.48927
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	287	77.3462
Solyc07g009280.3.1	518	339	0	0
Solyc07g032670.2.1	1243	1064	0	0
Solyc04g018000.2.1	1215	1036	0	0
Solyc01g057490.3.1	442	263	0	0
Solyc04g006990.3.1	1321	1142	0	0
Solyc04g009900.3.1	1390	1211	233.182	85.4158
Solyc02g021063.1.1	1655	1476	7.97838	2.39781
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	0	0
Solyc11g072800.2.1	4144	3965	7	0.783144
Solyc08g080110.3.1	2880	2701	105	17.2445
Solyc08g074680.2.1	5534	5355	0	0
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	0	0
Solyc10g008210.3.1	4197	4018	0	0
Solyc06g072480.1.1	516	337	0	0
Solyc09g057715.1.1	519	340	0	0
Solyc05g015710.3.1	1126	947	268	125.537
Solyc12g097070.2.1	1320	1141	11	4.27655
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	304	84.1779
Solyc12g042120.2.1	508	329	0	0
Solyc07g006800.1.1	1362	1183	0	0
Solyc09g009280.1.1	885	706	0	0
Solyc06g005070.2.1	2155	1976	0	0
Solyc11g066760.2.1	2304	2125	28	5.84502
Solyc06g071540.3.1	3375	3196	0	0
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	6.27961	2.76899
Solyc01g106390.3.1	2020	1841	125	30.1192
Solyc09g007080.3.1	5868	5689	58.8157	4.58611
Solyc11g066500.2.1	3576	3397	295	38.5224
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	4	1.13815
Solyc11g066460.1.1	651	472	75	70.4865
Solyc06g082800.3.1	1406	1227	41	14.8227
Solyc01g105290.3.1	1594	1415	42	13.1668
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	0	0
Solyc03g007860.1.1	558	379	23	26.92
Solyc06g048620.3.1	4542	4363	0	0
Solyc03g006490.3.1	1155	976	69	31.3607
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	18.0015	1.39386
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	8	1.42121
Solyc02g011755.1.1	321	142	0	0
Solyc11g010105.1.1	741	562	64	50.5162
Solyc09g092080.3.1	862	683	95.1176	61.777
Solyc05g055160.3.1	2243	2064	36578.2	7861.38
Solyc06g053780.3.1	2021	1842	54	13.0044
Solyc07g055920.3.1	1156	977	440	199.777
Solyc02g062040.3.1	1448	1269	81	28.3146
Solyc05g046390.3.1	754	575	67	51.6885
Solyc09g042300.2.1	2512	2333	0	0
Solyc03g044600.2.1	1206	1027	12.1109	5.2311
Solyc11g067270.1.1	1293	1114	0	0
Solyc09g083370.3.1	1089	910	0	0
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	286	246.825
Solyc10g018885.1.1	357	178	20	49.8422
Solyc10g051050.2.1	2773	2594	15.9453	2.72678
Solyc03g007680.3.1	1191	1012	93	40.7652
Solyc03g115800.1.1	1281	1102	3	1.20761
Solyc05g005910.3.1	1815	1636	0	0
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	54	6.91118
Solyc12g098660.2.1	1485	1306	6	2.03796
Solyc04g057890.3.1	4289	4110	98.4564	10.6265
Solyc06g008960.3.1	4420	4241	184	19.2458
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	0	0
Solyc07g026705.1.1	641	462	0	0
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	15	2.20841
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	7	2.62261
Solyc12g035860.1.1	315	136	0	0
Solyc05g016473.1.1	3230	3051	0	0
Solyc02g088954.1.1	675	496	4.96373	4.43929
Solyc08g082330.3.1	484	305	4	5.81764
Solyc05g026050.3.1	1505	1326	201	67.2418
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	2	3.46559
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	381.974	55.7742
Solyc12g009620.2.1	1820	1641	98	26.4914
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	0	0
Solyc09g090660.3.1	2092	1913	643.859	149.301
Solyc02g081700.1.1	747	568	340	265.532
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	90.5436	6.70194
Solyc05g021090.3.1	1542	1363	2.05251	0.668001
Solyc06g082000.3.1	2271	2092	3	0.636131
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	0	0
Solyc04g050550.2.1	2358	2179	25	5.08943
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	10.0035	1.78715
Solyc01g096255.1.1	405	226	0	0
Solyc05g054170.3.1	4313	4134	242	25.9676
Solyc01g005730.3.1	3708	3529	0	0
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	5	2.61863
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	80	13.0806
Solyc12g008580.2.1	2991	2812	22	3.47052
Solyc08g014290.1.1	1188	1009	47	20.663
Solyc01g102970.3.1	2799	2620	111	18.7935
Solyc08g044540.1.1	225	46.6066	0	0
Solyc06g060270.3.1	3396	3217	50	6.89455
Solyc06g072570.3.1	1211	1032	123	52.8704
Solyc01g109070.2.1	616	437	11	11.166
Solyc05g041900.1.1	285	106	0	0
Solyc01g010050.3.1	1875	1696	183.091	47.8881
Solyc08g061450.2.1	1512	1333	5	1.6639
Solyc10g055740.2.1	1711	1532	2	0.579106
Solyc01g086900.3.1	3177	2998	38	5.62262
Solyc11g007120.2.1	1251	1072	74	30.6213
Solyc01g104448.1.1	516	337	0	0
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	133	19.6137
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	140	23.8309
Solyc05g051840.1.1	1134	955	200	92.8995
Solyc02g084550.3.1	1100	921	49	23.6006
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	60	738.13
Solyc02g092420.3.1	2392	2213	12	2.4054
Solyc10g055650.2.1	3037	2858	260	40.3551
Solyc07g007290.1.1	1572	1393	0	0
Solyc06g068930.2.1	1137	958	5	2.31521
Solyc05g009050.3.1	4077	3898	11	1.25181
Solyc04g054730.3.1	2506	2327	2	0.381259
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	0	0
Solyc03g013630.3.1	2749	2570	25	4.31513
Solyc03g112200.1.1	756	577	14	10.7631
Solyc02g083630.3.1	2225	2046	0	0
Solyc02g092810.3.1	868	689	1	0.643825
Solyc10g082060.1.1	759	580	0	0
Solyc01g087570.2.1	548	369	1	1.20215
Solyc09g063140.3.1	2272	2093	380.99	80.7479
